Token,POS
operated,VERB
operates,VERB
operation,NOUN
operations,NOUN
operator,NOUN
opinion,NOUN
opportunities,NOUN
opportunity,NOUN
oppose,VERB
opposition,NOUN
optimistic,ADJ
option,NOUN
options,NOUN
orchestra,NOUN
ordered,VERB
orders,NOUN
ordinary,ADJ
organisation,NOUN
organization,NOUN
organizations,NOUN
origin,NOUN
originally,ADV
otherwise,ADV
our,PRON
outcome,NOUN
output,NOUN
outstanding,ADJ
overcome,VERB
owned,VERB
owner,NOUN
ownership,NOUN
owns,VERB
p,NOUN
p.m.,NOUN
pace,NOUN
package,NOUN
pact,NOUN
page,NOUN
pages,NOUN
paid,VERB
pain,NOUN
painted,VERB
painting,NOUN
palace,NOUN
palm,NOUN
pan,NOUN
panel,NOUN
paper,NOUN
papers,NOUN
parade,NOUN
parent,NOUN
parents,NOUN
paris,PROPN
parking,NOUN
parks,NOUN
parliament,NOUN
part,NOUN
participants,NOUN
participate,VERB
participated,VERB
participating,VERB
participation,NOUN
particular,ADJ
particularly,ADV
parties,NOUN
partly,ADV
partner,NOUN
partners,NOUN
partnership,NOUN
passed,VERB
passenger,NOUN
passengers,NOUN
path,NOUN
patients,NOUN
patrol,NOUN
pattern,NOUN
pay,VERB
paying,VERB
payment,NOUN
payments,NOUN
peace,NOUN
peaceful,ADJ
peacekeepers,NOUN
peacekeeping,NOUN
penalties,NOUN
penalty,NOUN
people,NOUN
percent,NOUN
percentage,NOUN
perfect,ADJ
perform,VERB
performed,VERB
performing,VERB
perhaps,ADV
period,NOUN
permanent,ADJ
permission,NOUN
person,NOUN
personal,ADJ
personality,NOUN
personally,ADV
peru,PROPN
petroleum,NOUN
phase,NOUN
philosophy,NOUN
phoenix,PROPN
phone,NOUN
phones,NOUN
photo,NOUN
photographs,NOUN
photos,NOUN
pick,VERB
pictures,NOUN
piece,NOUN
pieces,NOUN
pilot,NOUN
pilots,NOUN
pipeline,NOUN
pitch,NOUN
pitched,VERB
placed,VERB
plane,NOUN
planes,NOUN
planet,NOUN
planned,VERB
plants,NOUN
plate,NOUN
platform,NOUN
played,VERB
player,NOUN
players,NOUN
plays,VERB
pleased,ADJ
pledged,VERB
plenty,NOUN
plot,NOUN
pm,NOUN
poet,NOUN
police,NOUN
policies,NOUN
policy,NOUN
polish,NOUN
political,ADJ
politically,ADV
politician,NOUN
politicians,NOUN
politics,NOUN
poll,NOUN
pollution,NOUN
pool,NOUN
popular,ADJ
popularity,NOUN
population,NOUN
port,NOUN
portion,NOUN
position,NOUN
positions,NOUN
positive,ADJ
possibility,NOUN
possible,ADJ
possibly,ADV
posts,NOUN
potentially,ADV
pound,NOUN
pounds,NOUN
poverty,NOUN
powerful,ADJ
powers,NOUN
practical,ADJ
practices,NOUN
predicted,VERB
premier,ADJ
preparation,NOUN
prepare,VERB
preparing,VERB
presence,NOUN
presented,VERB
presidential,ADJ
prevent,VERB
previous,ADJ
previously,ADV
prices,NOUN
priest,NOUN
primarily,ADV
primary,ADJ
prime,ADJ
princess,NOUN
principles,NOUN
print,VERB
prior,ADJ
priority,NOUN
prison,NOUN
prisoners,NOUN
private,ADJ
pro,X
probably,ADV
probe,NOUN
problem,NOUN
problems,NOUN
procedure,NOUN
procedures,NOUN
process,NOUN
produce,VERB
produced,VERB
producers,NOUN
producing,VERB
product,NOUN
production,NOUN
products,NOUN
professor,NOUN
profile,NOUN
profit,NOUN
profits,NOUN
program,NOUN
programme,NOUN
programming,NOUN
programs,NOUN
progressive,ADJ
projects,NOUN
prominent,ADJ
promised,VERB
promising,VERB
promote,VERB
promoted,VERB
promoting,VERB
promotion,NOUN
prompted,VERB
properties,NOUN
property,NOUN
proposal,NOUN
proposals,NOUN
proposed,VERB
prosecution,NOUN
prosecutor,NOUN
prosecutors,NOUN
prospect,NOUN
protect,VERB
protected,VERB
protecting,VERB
protection,NOUN
protein,NOUN
protests,NOUN
proud,ADJ
prove,VERB
proved,VERB
provide,VERB
provided,VERB
provides,VERB
providing,VERB
province,NOUN
provinces,NOUN
provincial,ADJ
provisions,NOUN
publication,NOUN
publications,NOUN
publicly,ADV
published,VERB
publisher,NOUN
pulled,VERB
punishment,NOUN
purchased,VERB
purpose,NOUN
purposes,NOUN
pursue,VERB
pushed,VERB
pushing,VERB
put,VERB
qualify,VERB
queen,NOUN
questioned,VERB
questioning,VERB
questions,NOUN
quickly,ADV
quit,VERB
quoted,VERB
quotes,NOUN
r.,NOUN
racial,ADJ
racing,NOUN
radical,ADJ
radio,NOUN
raid,VERB
rail,NOUN
railway,NOUN
rain,NOUN
raise,VERB
raised,VERB
ran,VERB
ranging,VERB
rank,NOUN
ranked,VERB
ranking,VERB
ranks,NOUN
rape,NOUN
rapid,ADJ
rapidly,ADV
rare,ADJ
rarely,ADV
rated,VERB
rates,NOUN
raw,ADJ
ray,NOUN
reached,VERB
reaching,VERB
reaction,NOUN
ready,ADJ
reality,NOUN
realize,VERB
realized,VERB
really,ADV
reason,NOUN
reasons,NOUN
rebel,NOUN
rebels,NOUN
recalled,VERB
receive,VERB
received,VERB
receiving,VERB
recent,ADJ
recently,ADV
reception,NOUN
recession,NOUN
recognition,NOUN
recognize,VERB
recognized,VERB
reconciliation,NOUN
reconstruction,NOUN
recorded,VERB
recording,NOUN
records,NOUN
recover,VERB
recovered,VERB
recovery,NOUN
reduce,VERB
reduced,VERB
reducing,VERB
reduction,NOUN
refer,VERB
references,NOUN
referred,VERB
referring,VERB
refers,VERB
reflect,VERB
refugee,NOUN
refused,VERB
regarded,VERB
regarding,VERB
regime,NOUN
region,NOUN
regional,ADJ
regions,NOUN
register,VERB
registered,VERB
regularly,ADV
regulation,NOUN
regulations,NOUN
regulators,NOUN
regulatory,ADJ
rejected,VERB
relations,NOUN
relationship,NOUN
relationships,NOUN
relatively,ADV
relatives,NOUN
released,VERB
releases,VERB
relevant,ADJ
relief,NOUN
religion,NOUN
religious,ADJ
remain,VERB
remained,VERB
remarks,NOUN
remember,VERB
remote,ADJ
remove,VERB
removed,VERB
renewed,VERB
rep.,PROPN
repeated,VERB
repeatedly,ADV
replace,VERB
replaced,VERB
replacement,NOUN
reported,VERB
reportedly,ADV
reporter,NOUN
reporters,NOUN
represent,VERB
representatives,NOUN
represented,VERB
representing,VERB
represents,VERB
republican,PROPN
reputation,NOUN
requested,VERB
requests,NOUN
require,VERB
required,VERB
requirements,NOUN
requires,VERB
researchers,NOUN
residence,NOUN
resident,NOUN
residents,NOUN
resigned,VERB
resistance,NOUN
resolution,NOUN
resolve,VERB
resolved,VERB
resources,NOUN
respectively,ADV
respond,VERB
responded,VERB
response,NOUN
responsibility,NOUN
responsible,ADJ
restaurants,NOUN
restore,VERB
restored,VERB
restrictions,NOUN
resulted,VERB
resulting,VERB
results,NOUN
resume,NOUN
retail,NOUN
retirement,NOUN
returned,VERB
returning,VERB
revealed,VERB
revenue,NOUN
reviews,NOUN
revised,VERB
revolution,NOUN
revolutionary,ADJ
rice,NOUN
rich,ADJ
richard,PROPN
rights,NOUN
rises,NOUN
rising,VERB
river,NOUN
road,NOUN
rock,NOUN
rocket,NOUN
role,NOUN
roles,NOUN
rolling,VERB
roof,NOUN
room,NOUN
rooms,NOUN
roots,NOUN
roughly,ADV
rounds,NOUN
route,NOUN
routes,NOUN
row,NOUN
royal,PROPN
rules,NOUN
runner,NOUN
runs,VERB
rural,ADJ
rush,VERB
rushed,VERB
safe,ADJ
safety,NOUN
said,VERB
salary,NOUN
sales,NOUN
salt,NOUN
same,ADJ
sanctions,NOUN
sat,VERB
satellite,NOUN
saved,VERB
saving,VERB
savings,NOUN
says,VERB
scale,NOUN
scandal,NOUN
scene,NOUN
scenes,NOUN
scheme,NOUN
scholars,NOUN
schools,NOUN
scientific,ADJ
scientist,NOUN
scientists,NOUN
scored,VERB
scoring,NOUN
screen,NOUN
sea,NOUN
season,NOUN
seasons,NOUN
seats,NOUN
secondary,ADJ
seconds,NOUN
secretary,NOUN
section,NOUN
sections,NOUN
sector,NOUN
security,NOUN
see,VERB
seed,NOUN
seeing,VERB
seek,VERB
seeking,VERB
seeks,VERB
seem,VERB
seemed,VERB
seems,VERB
seen,VERB
sees,VERB
seized,VERB
selected,VERB
selection,NOUN
sell,VERB
selling,VERB
semi,ADJ
senate,NOUN
senator,PROPN
sending,VERB
senior,ADJ
sensitive,ADJ
sent,VERB
sentence,NOUN
sentiment,NOUN
separated,VERB
seriously,ADV
serve,VERB
served,VERB
serves,VERB
service,NOUN
services,NOUN
session,NOUN
sessions,NOUN
settle,VERB
settlement,NOUN
settlements,NOUN
seven,NUM
several,ADJ
severe,ADJ
sex,NOUN
sexual,ADJ
shared,VERB
shares,NOUN
sharing,VERB
she,PRON
shipping,NOUN
ships,NOUN
shock,NOUN
shops,NOUN
shore,NOUN
short,ADJ
shortly,ADV
shots,NOUN
should,AUX
showed,VERB
showing,VERB
shown,VERB
shuttle,NOUN
sides,NOUN
signed,VERB
significant,ADJ
significantly,ADV
similar,ADJ
simple,ADJ
simply,ADV
singles,NOUN
sister,NOUN
sisters,NOUN
site,NOUN
sites,NOUN
situated,VERB
situation,NOUN
six,NUM
size,NOUN
ski,VERB
skills,NOUN
skin,NOUN
sky,NOUN
slightly,ADV
slipped,VERB
slowly,ADV
small,ADJ
smaller,ADJ
snow,NOUN
soccer,NOUN
social,ADJ
society,NOUN
soft,ADJ
software,NOUN
soil,NOUN
solar,ADJ
sold,VERB
soldier,NOUN
soldiers,NOUN
solid,ADJ
solo,ADJ
solution,NOUN
solutions,NOUN
solve,VERB
somebody,PRON
someone,PRON
something,PRON
sometimes,ADV
somewhat,ADV
son,NOUN
song,NOUN
songs,NOUN
sony,PROPN
soon,ADV
sought,VERB
soul,NOUN
source,NOUN
sources,NOUN
southeastern,ADJ
southern,ADJ
southwest,PROPN
sovereignty,NOUN
sox,PROPN
space,NOUN
speaker,NOUN
speaking,VERB
species,NOUN
specific,ADJ
specifically,ADV
speech,NOUN
spend,VERB
spent,VERB
spirit,NOUN
spiritual,ADJ
spoke,VERB
spoken,VERB
spokesman,NOUN
sponsored,VERB
sports,NOUN
spots,NOUN
spring,NOUN
stability,NOUN
stadium,NOUN
staff,NOUN
stages,NOUN
stakes,NOUN
standards,NOUN
standings,NOUN
stands,VERB
star,NOUN
stars,NOUN
started,VERB
stated,VERB
statement,NOUN
statements,NOUN
station,NOUN
stations,NOUN
status,NOUN
stayed,VERB
staying,VERB
steady,ADJ
steel,NOUN
stem,VERB
stepped,VERB
steps,NOUN
still,ADV
stocks,NOUN
stolen,VERB
stone,NOUN
stood,VERB
stopped,VERB
storage,NOUN
store,NOUN
stories,NOUN
story,NOUN
strategic,ADJ
strategy,NOUN
streak,NOUN
streets,NOUN
strength,NOUN
strengthen,VERB
stressed,VERB
strict,ADJ
striking,VERB
strip,VERB
stroke,NOUN
strong,ADJ
stronger,ADJ
strongly,ADV
struck,VERB
struggle,NOUN
struggling,VERB
student,NOUN
students,NOUN
studied,VERB
studio,NOUN
studios,NOUN
studying,VERB
stuff,NOUN
submitted,VERB
subsequent,ADJ
subsequently,ADV
subsidiary,NOUN
substantial,ADJ
succeed,VERB
succeeded,VERB
success,NOUN
successful,ADJ
successfully,ADV
suddenly,ADV
suffer,VERB
suffered,VERB
sufficient,ADJ
sugar,NOUN
suggest,VERB
suggested,VERB
suggesting,VERB
suggests,VERB
suicide,NOUN
summary,NOUN
summer,NOUN
sun,NOUN
sunday,PROPN
super,ADV
superior,ADJ
supported,VERB
supporters,NOUN
supporting,VERB
supports,VERB
supposed,VERB
supreme,ADJ
surface,NOUN
surge,NOUN
surgery,NOUN
surplus,NOUN
surrounded,VERB
surrounding,VERB
surveillance,NOUN
survey,NOUN
survive,VERB
survived,VERB
survivors,NOUN
suspected,VERB
suspects,VERB
suspended,VERB
suspension,NOUN
sweet,ADJ
swept,VERB
swing,NOUN
symbol,NOUN
system,NOUN
systems,NOUN
table,NOUN
taken,VERB
takeover,NOUN
takes,VERB
talent,NOUN
talked,VERB
tall,ADJ
tank,NOUN
tanks,NOUN
tape,NOUN
target,NOUN
targeted,VERB
targets,NOUN
task,NOUN
taught,VERB
tax,NOUN
taxes,NOUN
tea,NOUN
teacher,NOUN
teachers,NOUN
team,NOUN
tech,NOUN
technical,ADJ
techniques,NOUN
technologies,NOUN
technology,NOUN
teen,NOUN
tel,NOUN
telephone,NOUN
television,NOUN
tell,VERB
telling,VERB
tells,VERB
temperature,NOUN
temperatures,NOUN
temple,NOUN
temporary,ADJ
tend,VERB
tennis,NOUN
tens,NOUN
tension,NOUN
tensions,NOUN
term,NOUN
terms,NOUN
territories,NOUN
territory,NOUN
terror,NOUN
terrorism,NOUN
terrorists,NOUN
tested,VERB
testified,VERB
testimony,NOUN
tests,NOUN
thailand,PROPN
thanks,NOUN
theater,NOUN
theatre,NOUN
theme,NOUN
themselves,PRON
theory,NOUN
therefore,ADV
they,PRON
thick,ADJ
thin,ADJ
thing,NOUN
things,NOUN
thinks,VERB
thirds,NOUN
thousand,NUM
thousands,NOUN
threat,NOUN
threatening,VERB
threats,NOUN
three,NUM
threw,VERB
throughout,ADP
throw,VERB
throwing,VERB
thrown,VERB
thursday,PROPN
thus,ADV
ticket,NOUN
tickets,NOUN
tie,NOUN
tied,VERB
ties,NOUN
times,NOUN
tiny,ADJ
title,NOUN
titled,VERB
titles,NOUN
today,NOUN
told,VERB
toll,NOUN
tomorrow,NOUN
tonight,NOUN
tons,NOUN
took,VERB
tool,NOUN
tools,NOUN
torn,VERB
torture,NOUN
totally,ADV
tough,ADJ
tourism,NOUN
tourist,NOUN
tourists,NOUN
tournament,NOUN
tours,NOUN
tower,NOUN
towns,NOUN
township,NOUN
tracks,NOUN
traders,NOUN
tradition,NOUN
traditional,ADJ
traditionally,ADV
traffic,NOUN
trafficking,NOUN
tragedy,NOUN
trail,NOUN
transferred,VERB
transit,NOUN
transition,NOUN
transportation,NOUN
trapped,VERB
traveled,VERB
treatment,NOUN
treaty,NOUN
trees,NOUN
trend,NOUN
trial,NOUN
tribal,ADJ
tried,VERB
triggered,VERB
trillion,NUM
trip,NOUN
trips,NOUN
troops,NOUN
tropical,ADJ
trouble,NOUN
troubled,ADJ
truck,NOUN
true,ADJ
truly,ADV
truth,NOUN
turkey,NOUN
turned,VERB
turning,VERB
turnover,NOUN
twenty,NUM
twice,ADV
twin,NOUN
two,NUM
types,NOUN
typical,ADJ
typically,ADV
uh,INTJ
uk,PROPN
ultimately,ADV
unable,ADJ
unclear,ADJ
understand,VERB
unfortunately,ADV
unique,ADJ
unit,NOUN
united,ADJ
units,NOUN
unity,NOUN
universal,ADJ
universities,NOUN
university,NOUN
unknown,ADJ
unless,SCONJ
unlike,ADP
unlikely,ADJ
unprecedented,ADJ
unusual,ADJ
upcoming,ADJ
updates,NOUN
upper,ADJ
upset,ADJ
urban,ADJ
urged,VERB
urgent,ADJ
urging,NOUN
us,PRON
useful,ADJ
user,NOUN
users,NOUN
uses,VERB
using,VERB
usual,ADJ
usually,ADV
utility,NOUN
valley,NOUN
valuable,ADJ
van,NOUN
variety,NOUN
various,ADJ
vast,ADJ
vehicle,NOUN
vehicles,NOUN
venue,NOUN
verdict,NOUN
version,NOUN
versions,NOUN
vessel,NOUN
vessels,NOUN
veteran,NOUN
via,ADP
victim,NOUN
victims,NOUN
victory,NOUN
video,NOUN
viewers,NOUN
views,NOUN
village,NOUN
violation,NOUN
violations,NOUN
violence,NOUN
violent,ADJ
virginia,PROPN
virtually,ADV
virus,NOUN
visible,ADJ
vision,NOUN
visited,VERB
visiting,VERB
vital,ADJ
volume,NOUN
volunteers,NOUN
voted,VERB
voters,NOUN
votes,NOUN
voting,NOUN
vowed,VERB
vulnerable,ADJ
walked,VERB
wall,NOUN
walls,NOUN
wang,NOUN
want,VERB
wanted,VERB
wants,VERB
warned,VERB
warning,NOUN
wars,NOUN
watched,VERB
watching,VERB
water,NOUN
waters,NOUN
ways,NOUN
weak,ADJ
wealth,NOUN
wealthy,ADJ
weapon,NOUN
weapons,NOUN
wear,VERB
wearing,VERB
web,NOUN
website,NOUN
wedding,NOUN
week,NOUN
weekend,NOUN
weeks,NOUN
weight,NOUN
welcomed,VERB
welfare,NOUN
went,VERB
western,ADJ
wheel,NOUN
whether,SCONJ
who,PRON
whose,PRON
widely,ADV
widespread,ADJ
wife,NOUN
wildlife,NOUN
willing,ADJ
window,NOUN
windows,NOUN
winds,VERB
wine,NOUN
wing,NOUN
wings,NOUN
winner,NOUN
winning,VERB
wins,VERB
wire,NOUN
wireless,ADJ
wisconsin,PROPN
withdraw,VERB
withdrawal,NOUN
withdrew,VERB
within,ADP
witness,NOUN
witnesses,NOUN
wo,AUX
woman,NOUN
women,NOUN
won,VERB
wood,NOUN
words,NOUN
worked,VERB
worker,NOUN
worried,ADJ
worries,NOUN
would,AUX
wounded,ADJ
write,VERB
writer,NOUN
writes,VERB
written,VERB
wrote,VERB
yards,NOUN
year,NOUN
years,NOUN
yellow,ADJ
yesterday,NOUN
yield,VERB
you,PRON
younger,ADJ
yourself,PRON
youth,NOUN
zero,NUM
|,PUNCT
£,SYM
–,PUNCT
—,PUNCT
‘,PUNCT
“,PUNCT
”,PUNCT
